Name,Club,Nation,League,Rating,Main_Position,Alternate_Positions,Card_Version,Run_Style,Price,Price_Variation,Skills_Star,Weak_Foot_Star,Attack_Workrate,Defense_Workrate,Pace / Diving,Shooting / Handling,Passing / Kicking,Dribbling / Reflexes,Defense / Speed,Physical / Positioning,Height,BodyType,Popularity,Base_Stats,Ingame_Stats,Gender
Marco van Basten,EA FC ICONS,Holland,Icons,92,CAM,"CF,ST",Winter Wildcard ICON,Controlled,92500.0,6.09%,4,4,M,M,84.0,87,90,88,40,72,"188cm | 6'2""",Tall & Lean  (78kg),271,461,2268,Male
Mohamed Salah,Liverpool,Egypt,Premier League,92,ST,"RM,CF,RW",Winter Wildcards,Controlled Explosive,700000.0,1.74%,4,3,H,M,91.0,92,83,90,48,86,"175cm | 5'9""",Salah  (71kg),428,490,2361,Male
Raúl González Blanco,EA FC ICONS,Spain,Icons,92,ST,CF,Winter Wildcard ICON,Mostly Explosive,281000.0,15.64%,4,5,H,M,88.0,92,82,90,47,75,"180cm | 5'11""",Avg & Lean  (68kg),985,474,2300,Male
Dennis Bergkamp,EA FC ICONS,Holland,Icons,92,CM,"RM,LM",Winter Wildcard ICON,Controlled,79000.0,2.47%,4,4,H,H,85.0,78,92,88,74,75,"183cm | 6'0""",Avg & Normal  (78kg),-158,492,2394,Male
Mohamed Salah,Liverpool,Egypt,Premier League,92,RW,RM,TIF,Controlled Explosive,694000.0,4.93%,4,3,H,M,92.0,91,86,91,49,82,"175cm | 5'9""",Salah  (71kg),498,491,2370,Male
Franck Ribéry,EA FC ICONS,France,Icons,92,LW,LM,TOTY Icon,Explosive,820000.0,7.34%,5,5,H,M,92.0,90,90,92,42,72,"170cm | 5'7""",Short & Normal  (72kg),140,478,2284,Male
Philipp Lahm,EA FC ICONS,Germany,Icons,92,RB,"RWB,LB,CDM",TOTY Icon,Mostly Explosive,425000.0,3.91%,4,4,H,H,91.0,72,87,87,92,80,"170cm | 5'7""",Short & Normal  (65kg),1390,509,2450,Male
Vinícius Júnior,Real Madrid,Brazil,LALIGA EA SPORTS,92,ST,"LM,CF,LW",TOTY Honourable Ment,Mostly Explosive,1010000.0,10.63%,5,4,H,H,98.0,86,82,93,32,74,"176cm | 5'9""",Avg & Lean  (73kg),618,465,2184,Male
Mohamed Salah,Liverpool,Egypt,Premier League,92,RW,RM,TOTY Honourable Ment,Controlled Explosive,650000.0,8.33%,4,4,H,M,92.0,91,86,91,49,82,"175cm | 5'9""",Salah  (71kg),328,491,2370,Male
Pedri,FC Barcelona,Spain,LALIGA EA SPORTS,92,CM,CAM,UCL RTTF,Mostly Explosive,464000.0,18.97%,4,4,H,H,86.0,78,88,94,79,82,"174cm | 5'9""",Avg & Lean  (60kg),234,507,2390,Male
Toni Kroos,Real Madrid,Germany,LALIGA EA SPORTS,92,CDM,CM,UCL RTTF,Controlled Lengthy,1870000.0,1.08%,4,5,M,H,86.0,87,95,88,85,86,"183cm | 6'0""",Avg & Normal  (76kg),1270,527,2533,Male
Roberto Carlos,EA FC ICONS,Brazil,Icons,92,LB,"LWB,LM",Future Stars Icon,Controlled,483000.0,4.73%,4,4,H,M,93.0,85,85,83,87,88,"168cm | 5'6""",Unique  (67kg),1173,521,2516,Male
Borba Ferreira,EA FC ICONS,Brazil,Icons,92,CAM,"CF,LW",Future Stars Icon,Controlled,360000.0,2.86%,4,4,H,L,92.0,91,90,94,45,77,"186cm | 6'1""",Tall & Lean  (74kg),535,489,2370,Male
Roberto Baggio,EA FC ICONS,Italy,Icons,92,CAM,CF,Future Stars Icon SB,Explosive,432000.0,2.86%,5,4,H,L,87.0,88,91,92,52,64,"174cm | 5'9""",Unique  (72kg),-908,474,2314,Male
Timo Werner,Spurs,Germany,Premier League,92,ST,"CF,LW",Fantasy FC SBC,Controlled Explosive,536400.0,2.86%,4,5,H,M,98.0,91,88,91,46,88,"180cm | 5'11""",Unique  (76kg),5182,502,2414,Male
Matthijs de Ligt,FC Bayern München,Holland,Bundesliga,92,CB,0,Fantasy FC,Lengthy,440000.0,2.33%,3,3,M,H,86.0,68,73,78,92,93,"189cm | 6'2""",Unique  (89kg),456,490,2275,Male
Vincent Kompany,HERO,Belgium,Premier League,92,CB,0,Fantasy FC Hero,Lengthy,1850000.0,5.38%,3,3,M,H,86.0,65,77,77,94,91,"190cm | 6'3""",Tall & Normal  (85kg),585,490,2296,Male
Carlos Tevez,HERO,Argentina,Premier League,92,ST,CF,Fantasy FC Hero,Controlled,1010000.0,3.34%,5,4,H,H,91.0,93,87,92,51,93,"171cm | 5'7""",Avg & Stocky  (77kg),374,507,2447,Male
Chris Führich,VfB Stuttgart,Germany,Bundesliga,92,LW,"LM,CF,RW",Fantasy FC SBC,Mostly Explosive,103600.0,3.34%,5,4,H,M,94.0,90,91,94,66,78,"181cm | 5'11""",Avg & Lean  (70kg),1594,513,2458,Male
Robert Lewandowski,FC Barcelona,Poland,LALIGA EA SPORTS,92,ST,CF,LaLiga POTM SBC,Controlled Lengthy,125900.0,3.34%,4,4,H,M,83.0,93,83,90,47,88,"185cm | 6'1""",Unique  (81kg),560,484,2358,Male
Lucimar da Silva Ferreira,HERO,Brazil,Bundesliga,92,CB,0,Fantasy FC Hero,Controlled Lengthy,1690000.0,31.29%,3,3,M,H,86.0,75,82,84,94,92,"188cm | 6'2""",Tall & Normal  (84kg),573,513,2449,Male
Steve McManaman,HERO,England,Premier League,92,RW,"RM,LM,CAM",Fantasy FC Hero,Controlled,200000.0,0.50%,4,4,H,M,94.0,85,89,92,51,84,"183cm | 6'0""",Avg & Lean  (72kg),228,495,2361,Male
Ramires,HERO,Brazil,Premier League,92,CM,"CDM,RM",Fantasy FC Hero,Controlled,1130000.0,5.46%,4,4,H,H,93.0,87,88,89,91,90,"179cm | 5'10""",Avg & Lean  (69kg),770,538,2558,Male
Ricardo Alberto Silveira Carvalho,HERO,Portugal,Premier League,92,CB,0,Fantasy FC Hero SBC,Controlled,621500.0,5.46%,3,3,L,H,85.0,65,80,84,94,88,"183cm | 6'0""",Avg & Normal  (79kg),1615,496,2326,Male
Sócrates,EA FC ICONS,Brazil,Icons,92,CAM,0,FUT Birthday Icon SB,Controlled,1120000.0,0.68%,5,5,H,M,90.0,91,92,93,46,85,"192cm | 6'4""",Tall & Lean  (79kg),1001,497,2403,Male
Bukayo Saka,Arsenal,England,Premier League,92,RW,RM,FUT Birthday,Mostly Explosive,1020000.0,13.84%,5,4,H,M,93.0,90,89,95,70,80,"178cm | 5'10""",Avg & Lean  (65kg),145,517,2488,Male
Bukayo Saka,Arsenal,England,Premier League,92,RW,RM,FUT Birthday,Mostly Explosive,965000.0,4.10%,4,5,H,M,93.0,90,89,95,70,80,"178cm | 5'10""",Avg & Lean  (65kg),121,517,2488,Male
Ruud van Nistelrooy,EA FC ICONS,Holland,Icons,92,ST,CF,FUT Birthday Icon,Controlled,150000.0,2.04%,4,5,H,L,94.0,92,85,87,41,84,"188cm | 6'2""",Tall & Normal  (80kg),495,483,2332,Male
Edwin van der Sar,EA FC ICONS,Holland,Icons,92,GK,0,FUT Birthday Icon,Controlled Lengthy,280000.0,2.19%,5,5,M,M,89.0,91,85,90,46,96,"197cm | 6'6""",Tall & Lean  (83kg),682,497,941,Male
Emilio Butragueño,EA FC ICONS,Spain,Icons,92,ST,CF,FUT Birthday Icon,Explosive,1380000.0,1.08%,5,5,H,L,95.0,92,83,94,43,72,"168cm | 5'6""",Avg & Lean  (68kg),878,479,2312,Male
Robert Lewandowski,FC Barcelona,Poland,LALIGA EA SPORTS,92,ST,CF,SIF,Mostly Lengthy,52000.0,1.96%,4,4,H,M,80.0,93,84,89,46,87,"185cm | 6'1""",Unique  (81kg),149,479,2339,Male
Phil Foden,Manchester City,England,Premier League,92,CAM,"LM,RW,LW",FUT Birthday,Explosive,780000.0,3.70%,4,5,H,H,92.0,89,92,94,71,75,"171cm | 5'7""",Unique  (69kg),371,513,2438,Male
Leon Goretzka,FC Bayern München,Germany,Bundesliga,92,CM,CDM,FUT Birthday,Controlled Lengthy,690000.0,12.75%,5,4,H,H,87.0,91,90,90,88,92,"189cm | 6'2""",Unique  (82kg),143,538,2566,Male
Leon Goretzka,FC Bayern München,Germany,Bundesliga,92,CM,CDM,FUT Birthday,Controlled Lengthy,900000.0,33.33%,4,5,H,H,87.0,91,90,90,88,92,"189cm | 6'2""",Unique  (82kg),152,538,2566,Male
Alessandro Nesta,EA FC ICONS,Italy,Icons,92,CB,0,FUT Birthday Icon,Mostly Lengthy,173000.0,2.81%,3,5,M,H,81.0,47,66,74,95,87,"187cm | 6'2""",Unique  (79kg),360,450,2058,Male
Ian Wright,EA FC ICONS,England,Icons,92,ST,CF,FUT Birthday Icon,Mostly Explosive,315000.0,3.08%,4,5,H,M,95.0,92,83,91,50,82,"175cm | 5'9""",Avg & Normal  (73kg),207,493,2377,Male
Ian Wright,EA FC ICONS,England,Icons,92,ST,CF,FUT Birthday Icon,Mostly Explosive,335000.0,11.67%,5,4,H,M,95.0,92,83,91,50,82,"175cm | 5'9""",Avg & Normal  (73kg),176,493,2377,Male
Javier Zanetti,EA FC ICONS,Argentina,Icons,92,RB,"RWB,LB,CM",FUT Birthday Icon,Controlled Explosive,300000.0,8.81%,5,4,H,H,92.0,64,87,87,90,83,"178cm | 5'10""",Avg & Normal  (74kg),142,503,2337,Male
Javier Zanetti,EA FC ICONS,Argentina,Icons,92,RB,"RWB,LB,CM",FUT Birthday Icon,Controlled Explosive,305000.0,3.17%,4,5,H,H,92.0,64,87,87,90,83,"178cm | 5'10""",Avg & Normal  (74kg),191,503,2337,Male
Hugo Sánchez,EA FC ICONS,Mexico,Icons,92,ST,CF,FUT Birthday Icon,Mostly Explosive,223000.0,8.78%,4,5,H,M,94.0,91,83,94,44,76,"176cm | 5'9""",Avg & Normal  (73kg),186,482,2344,Male
Hugo Sánchez,EA FC ICONS,Mexico,Icons,92,ST,CF,FUT Birthday Icon,Mostly Explosive,230000.0,12.75%,5,4,H,M,94.0,91,83,94,44,76,"176cm | 5'9""",Avg & Normal  (73kg),213,482,2344,Male
David Ginola,HERO,France,Premier League,92,LM,"CAM,ST,LW",Golazo Hero,Controlled,2260000.0,2.38%,5,5,H,M,96.0,90,90,94,60,87,"186cm | 6'1""",Tall & Normal  (83kg),397,517,2488,Male
Jürgen Kohler,HERO,Germany,Bundesliga,92,CB,0,Golazo Hero,Controlled Lengthy,272000.0,5.56%,3,4,M,H,84.0,81,81,83,93,92,"186cm | 6'1""",Tall & Normal  (84kg),508,514,2469,Male
Ashley Cole,EA FC ICONS,England,Icons,92,LB,LWB,Golazo Icon,Mostly Explosive,403000.0,12.57%,4,4,H,H,92.0,81,88,88,91,85,"176cm | 5'9""",Avg & Normal  (66kg),568,525,2552,Male
Éric Cantona,EA FC ICONS,France,Icons,92,CF,ST,Golazo Icon SBC,Controlled,1240000.0,0.87%,5,4,H,M,92.0,92,88,92,53,92,"188cm | 6'2""",Tall & Normal  (89kg),198,509,2464,Male
Ji Sung Park,HERO,Korea Republic,Premier League,92,CM,"RM,LM,LW",Golazo Hero,Mostly Explosive,400000.0,0.99%,5,5,H,H,91.0,86,89,94,84,88,"178cm | 5'10""",Avg & Normal  (73kg),271,532,2551,Male
Tomas Rosicky,HERO,Czech Republic,Premier League,92,CAM,"RM,CM,CF",Golazo Hero,Mostly Explosive,83000.0,4.40%,4,5,H,M,92.0,87,92,95,64,78,"178cm | 5'10""",Avg & Lean  (67kg),324,508,2429,Male
Frank Lampard,EA FC ICONS,England,Icons,92,CM,"CDM,CAM",Golazo Icon,Controlled,113000.0,1.74%,4,4,H,H,86.0,93,91,90,82,86,"184cm | 6'0""",Avg & Normal  (89kg),467,528,2536,Male
Marcel Desailly,EA FC ICONS,France,Icons,92,CB,CDM,Golazo Icon,Mostly Lengthy,465000.0,7.37%,3,4,M,H,86.0,80,70,71,92,92,"185cm | 6'1""",Tall & Lean  (81kg),373,491,2322,Male
Gary Lineker,EA FC ICONS,England,Icons,92,ST,CF,Golazo Icon,Controlled Explosive,71500.0,5.92%,4,5,H,L,92.0,91,81,90,44,79,"177cm | 5'10""",Avg & Normal  (74kg),63,477,2298,Male
Gianluca Vialli,HERO,Italy,Serie A TIM,91,ST,CF,Hero,Controlled,77000.0,13.24%,4,4,H,M,90.0,91,74,85,44,82,"180cm | 5'11""",Avg & Normal  (77kg),913,466,2221,Male
Wesley Sneijder,HERO,Holland,Serie A TIM,91,CAM,"CM,LM",Hero,Controlled Explosive,253000.0,1.17%,5,5,M,L,85.0,87,93,89,56,80,"171cm | 5'7""",Avg & Normal  (67kg),1387,490,2367,Male
Erling Haaland,Manchester City,Norway,Premier League,91,ST,CF,normal,Mostly Lengthy,31000.0,2.36%,3,3,H,M,89.0,93,66,80,45,88,"195cm | 6'5""",Unique  (94kg),2706,461,2191,Male
Kylian Mbappé,Paris SG,France,Ligue 1 Uber Eats,91,ST,"CF,LW",normal,Mostly Explosive,655000.0,0.76%,5,4,H,L,97.0,90,80,92,36,78,"182cm | 6'0""",Unique  (75kg),3194,473,2250,Male
Kevin De Bruyne,Manchester City,Belgium,Premier League,91,CM,CAM,normal,Controlled,30000.0,0.84%,4,5,H,M,72.0,88,94,87,65,78,"181cm | 5'11""",Unique  (75kg),2152,484,2349,Male
Robert Lewandowski,FC Barcelona,Poland,LALIGA EA SPORTS,91,ST,CF,IF,Mostly Lengthy,44500.0,17.88%,4,4,H,M,77.0,92,82,88,45,85,"185cm | 6'1""",Unique  (81kg),1040,469,2295,Male
Franco Baresi,EA FC ICONS,Italy,Icons,91,CB,0,Icon,Controlled,69000.0,17.88%,2,3,M,H,73.0,48,75,70,94,83,"176cm | 5'9""",Avg & Normal  (70kg),154,443,2115,Male
Thierry Henry,EA FC ICONS,France,Icons,91,ST,"CF,LW",Icon,Controlled,244000.0,0.41%,4,4,M,M,93.0,90,82,89,51,78,"188cm | 6'2""",Tall & Normal  (83kg),1982,483,2301,Male
Carlos Alberto Torres,EA FC ICONS,Brazil,Icons,91,RB,"RWB,CB",Icon,Controlled,175000.0,0.41%,3,4,H,M,89.0,64,80,84,88,85,"180cm | 5'11""",Avg & Normal  (76kg),1145,490,2268,Male
Marcos Cafú,EA FC ICONS,Brazil,Icons,91,RWB,RB,Icon,Controlled,168000.0,1.18%,4,3,H,M,90.0,56,83,85,88,83,"176cm | 5'9""",Avg & Normal  (75kg),3362,485,2285,Male
Marco van Basten,EA FC ICONS,Holland,Icons,91,ST,CF,Icon,Controlled,69000.0,1.18%,3,4,M,M,84.0,92,74,87,37,73,"188cm | 6'2""",Tall & Lean  (78kg),304,447,2184,Male
Eusébio,EA FC ICONS,Portugal,Icons,91,CF,ST,Icon,Explosive,490000.0,3.16%,4,5,H,M,92.0,92,84,91,44,77,"175cm | 5'9""",Avg & Normal  (76kg),1041,480,2344,Male
Antunes Coimbra,EA FC ICONS,Brazil,Icons,91,CAM,"CM,CF",Icon,Mostly Explosive,310000.0,0.64%,5,5,H,M,89.0,92,91,91,62,71,0,Avg & Normal  (71kg),3500,496,2402,Male
Roberto Baggio,EA FC ICONS,Italy,Icons,91,CAM,CF,Icon,Explosive,72000.0,0.70%,5,4,M,L,84.0,82,90,91,38,60,"174cm | 5'9""",Unique  (73kg),440,445,2165,Male
Harry Kane,FC Bayern München,England,Bundesliga,91,ST,CF,IF,Mostly Lengthy,45000.0,2.27%,3,5,H,H,70.0,94,86,85,50,84,"188cm | 6'2""",Unique  (89kg),485,469,2307,Male
Bukayo Saka,Arsenal,England,Premier League,91,RW,RM,Champions League,Mostly Explosive,198000.0,3.41%,4,4,H,M,92.0,87,86,93,66,77,"178cm | 5'10""",Avg & Lean  (65kg),1304,501,2391,Male
Mohamed Salah,Liverpool,Egypt,Premier League,91,RW,RM,Trailblazers,Mostly Explosive,645000.0,43.02%,4,3,H,M,91.0,90,83,90,47,79,"175cm | 5'9""",Salah  (71kg),819,480,2316,Male
Ruud Gullit,EA FC ICONS,Holland,Icons,91,CF,"CM,CAM,ST",Squad Found. C.L.,Controlled Lengthy,1940000.0,6.52%,4,5,H,M,86.0,89,90,87,82,88,"191cm | 6'3""",Unique  (88kg),621,522,2528,Male
Mohamed Salah,Liverpool,Egypt,Premier League,91,RW,RM,PL POTM SBC,Mostly Explosive,842500.0,6.52%,4,3,H,M,91.0,90,84,90,47,80,"175cm | 5'9""",Salah  (71kg),4005,482,2327,Male
Karim Benzema,Al Ittihad,France,ROSHN Saudi League,91,ST,CF,IF,Controlled Lengthy,32000.0,4.92%,4,4,M,M,81.0,89,84,88,40,80,"185cm | 6'1""",Avg & Normal  (81kg),989,462,2236,Male
Willian Borges da Silva,Fulham,Brazil,Premier League,91,LM,"RM,RW,LW",FC Pro,Explosive,550000.0,5.77%,4,4,M,L,93.0,91,91,94,65,72,"175cm | 5'9""",Avg & Normal  (77kg),1388,506,2440,Male
Mohamed Salah,Liverpool,Egypt,Premier League,91,RW,RM,SIF,Controlled Explosive,439000.0,3.73%,4,3,H,M,91.0,90,84,90,47,81,"175cm | 5'9""",Salah  (71kg),630,483,2331,Male
Bernardo Silva,Manchester City,Portugal,Premier League,91,CM,RW,Thunderstruck,Explosive,47000.0,1.57%,4,3,H,H,81.0,82,89,95,74,72,"173cm | 5'8""",Avg & Lean  (64kg),2410,493,2388,Male
Alessandro Nesta,EA FC ICONS,Italy,Icons,91,CB,0,Thunderstruck Icon,Mostly Lengthy,121000.0,10.00%,2,3,M,H,79.0,46,65,72,94,86,"187cm | 6'2""",Unique  (79kg),920,442,2023,Male
Kaká,EA FC ICONS,Brazil,Icons,91,CAM,0,Thunderstruck Icon,Controlled,460000.0,13.58%,5,4,H,M,91.0,87,88,92,46,74,"186cm | 6'1""",Unique  (78kg),1174,478,2284,Male
Kenny Dalglish,EA FC ICONS,Scotland,Icons,91,ST,CF,Thunderstruck Icon S,Explosive,1860000.0,13.58%,4,5,H,M,91.0,92,79,90,44,75,"173cm | 5'8""",Avg & Normal  (73kg),2099,471,2308,Male
Rivaldo,EA FC ICONS,Brazil,Icons,91,LW,"LM,CAM,CF",Dynasties ICON,Controlled,359000.0,13.58%,4,4,H,M,90.0,90,88,92,44,76,"186cm | 6'1""",Tall & Lean  (75kg),513,480,2327,Male
Bukayo Saka,Arsenal,England,Premier League,91,RW,RM,UCL TOTGS,Mostly Explosive,304000.0,7.04%,4,4,H,M,92.0,88,87,94,67,78,"178cm | 5'10""",Avg & Lean  (65kg),330,506,2416,Male
Cristiano Ronaldo,Al Nassr,Portugal,ROSHN Saudi League,91,ST,CF,Winter Wildcards,Controlled,570000.0,1.42%,5,4,H,L,87.0,93,80,89,39,78,"187cm | 6'2""",CR7  (85kg),3676,466,2292,Male
Virgil van Dijk,Liverpool,Holland,Premier League,91,CB,ST,Winter Wildcards,Lengthy,920000.0,2.79%,2,3,M,H,80.0,63,75,75,91,88,"193cm | 6'4""",Unique  (92kg),847,472,2210,Male
Ruud van Nistelrooy,EA FC ICONS,Holland,Icons,91,GK,0,Winter Wildcard ICON,Mostly Lengthy,66500.0,10.14%,3,3,M,M,84.0,89,83,85,67,90,"188cm | 6'2""",Tall & Normal  (80kg),-786,498,2396,Male
Gary Lineker,EA FC ICONS,England,Icons,91,LW,"LM,CF,ST",Winter Wildcard ICON,Controlled Explosive,79500.0,1.92%,4,4,H,L,90.0,86,75,89,43,75,"177cm | 5'10""",Avg & Normal  (74kg),323,458,2190,Male
Didier Drogba,EA FC ICONS,Côte d'Ivoire,Icons,91,ST,CF,Winter Wildcard ICON,Lengthy,134000.0,1.92%,4,5,H,H,89.0,92,76,82,46,91,"189cm | 6'2""",Tall & Normal  (88kg),1206,476,2290,Male
Alessandro Del Piero,EA FC ICONS,Italy,Icons,91,CAM,"CF,ST",Winter Wildcard ICON,Mostly Explosive,585400.0,1.92%,4,5,H,M,84.0,91,90,92,43,67,"174cm | 5'9""",Unique  (74kg),-1172,467,2275,Male
Bobby Moore,EA FC ICONS,England,Icons,91,CB,0,Winter Wildcard ICON,Controlled Explosive,346900.0,1.92%,2,3,M,H,74.0,63,83,99,93,84,"178cm | 5'10""",Avg & Normal  (72kg),-4449,496,2409,Male
Thibaut Courtois,Real Madrid,Belgium,LALIGA EA SPORTS,91,ST,CF,Winter Wildcards,Controlled,53500.0,2.88%,4,4,M,M,86.0,90,76,89,54,91,"199cm | 6'6""",Courtois  (96kg),-1517,486,2337,Male
Hugo Sánchez,EA FC ICONS,Mexico,Icons,91,LW,"LM,CAM",Winter Wildcard ICON,Mostly Explosive,165000.0,11.29%,4,4,H,M,91.0,88,82,93,43,75,"176cm | 5'9""",Avg & Normal  (73kg),673,472,2298,Male
Alan Shearer,EA FC ICONS,England,Icons,91,CAM,"RM,LM",Winter Wildcard ICON,Controlled Lengthy,77500.0,3.73%,4,4,H,M,87.0,90,87,83,49,80,"182cm | 6'0""",Avg & Normal  (78kg),8,476,2339,Male
Hugo Lloris,Spurs,France,Premier League,91,GK,0,Premium SBC,Controlled,124800.0,3.73%,1,1,M,M,91.0,90,82,92,74,90,"188cm | 6'2""",Unique  (82kg),5678,519,1038,Male
Rodri,Manchester City,Spain,Premier League,91,CM,CDM,Versus Ice,Mostly Lengthy,495000.0,4.07%,4,4,M,H,86.0,76,85,87,86,85,"191cm | 6'3""",Tall & Normal  (82kg),545,505,2374,Male
Rodri,Manchester City,Spain,Premier League,91,CDM,CM,Versus Fire,Mostly Lengthy,435000.0,3.12%,4,4,M,H,83.0,81,82,82,88,86,"191cm | 6'3""",Tall & Normal  (82kg),320,502,2363,Male
Gianfranco Zola,EA FC ICONS,Italy,Icons,91,CF,ST,TOTY Icon,Explosive,317000.0,3.59%,4,4,H,M,90.0,92,90,93,45,69,"168cm | 5'6""",Short & Normal  (67kg),149,479,2323,Male
Xavier Hernández,EA FC ICONS,Spain,Icons,91,CM,0,TOTY Icon,Explosive,327000.0,0.30%,4,5,H,H,86.0,82,97,95,76,76,"170cm | 5'7""",Short & Normal  (67kg),2235,512,2478,Male
N'Golo Kanté,Al Ittihad,France,ROSHN Saudi League,91,CDM,CM,Flashback SBC,Controlled Explosive,541650.0,0.30%,2,3,M,H,86.0,70,80,84,91,81,"168cm | 5'6""",Unique  (70kg),735,492,2308,Male
Jamal Musiala,FC Bayern München,Germany,Bundesliga,91,CAM,"CM,LM",TOTY Honourable Ment,Controlled,66500.0,5.56%,5,4,M,M,90.0,83,84,95,70,67,"184cm | 6'0""",Avg & Lean  (72kg),1153,489,2317,Male
Bernardo Silva,Manchester City,Portugal,Premier League,91,CM,"LB,RM,RW",TOTY Honourable Ment,Explosive,53000.0,5.36%,4,4,H,H,81.0,82,89,95,74,72,"173cm | 5'8""",Avg & Lean  (64kg),8,493,2388,Male
Joshua Kimmich,FC Bayern München,Germany,Bundesliga,91,CDM,"RB,CM",UCL Live SBC,Mostly Explosive,397900.0,5.36%,4,4,H,H,84.0,77,91,87,85,83,"177cm | 5'10""",Avg & Normal  (75kg),7514,507,2456,Male
Gabriel Jesus,Arsenal,Brazil,Premier League,91,ST,"CF,RW",UCL RTTF,Mostly Explosive,815000.0,54.65%,4,4,H,H,91.0,90,87,94,47,87,"175cm | 5'9""",Unique  (73kg),274,496,2391,Male
Gianluigi Donnarumma,Paris SG,Italy,Ligue 1 Uber Eats,91,GK,0,UCL RTTF,Controlled Lengthy,129000.0,6.61%,2,3,M,M,94.0,88,86,93,58,89,"196cm | 6'5""",Unique  (90kg),740,508,1024,Male
Romelu Lukaku,Roma FC,Belgium,Serie A TIM,91,ST,CF,UEL RTTF,Mostly Lengthy,822000.0,6.59%,4,4,H,L,92.0,93,86,90,47,93,"191cm | 6'3""",Unique  (94kg),312,501,2408,Male
Lautaro Martínez,Inter,Argentina,Serie A TIM,91,ST,CF,UCL RTTF SBC,Controlled,276100.0,6.59%,4,4,H,M,89.0,92,77,90,53,89,"174cm | 5'9""",Unique  (72kg),1979,490,2375,Male
Steven Gerrard,EA FC ICONS,England,Icons,91,CM,CDM,Future Stars Icon,Controlled,192000.0,4.00%,4,4,H,H,85.0,91,91,86,80,85,"183cm | 6'0""",Avg & Normal  (80kg),1160,518,2492,Male
Wayne Rooney,EA FC ICONS,England,Icons,91,ST,"CAM,CF",Future Stars Icon,Controlled,448000.0,3.46%,4,4,H,H,94.0,92,84,89,56,89,"176cm | 5'9""",Avg & Stocky  (82kg),646,504,2421,Male
Andriy Shevchenko,EA FC ICONS,Ukraine,Icons,91,ST,"CF,RW",Future Stars Icon SB,Controlled,224950.0,3.46%,4,4,H,H,91.0,92,84,89,38,77,"183cm | 6'0""",Avg & Normal  (70kg),2016,471,2298,Male
Cole Palmer,Chelsea,England,Premier League,91,CAM,"CM,RW",Future Stars,Controlled,885000.0,7.33%,4,5,H,M,94.0,90,88,91,76,85,"189cm | 6'2""",Tall & Lean  (74kg),967,524,2457,Male
David Beckham,EA FC ICONS,England,Icons,91,RM,"CM,RW",Future Stars Icon,Controlled,235000.0,1.29%,4,4,H,H,90.0,87,94,87,80,81,"182cm | 6'0""",Unique  (71kg),2087,519,2524,Male
Fabio Cannavaro,EA FC ICONS,Italy,Icons,91,CB,RB,Future Stars Icon,Controlled,241150.0,1.29%,3,3,M,H,83.0,60,71,72,94,85,"176cm | 5'9""",Avg & Normal  (73kg),4084,465,2227,Male
Antoine Griezmann,Atlético de Madrid,France,LALIGA EA SPORTS,91,ST,CF,Fantasy FC,Mostly Explosive,960000.0,2.93%,5,4,H,H,86.0,92,92,91,63,80,"176cm | 5'9""",Unique  (73kg),574,504,2480,Male
Iago Aspas,RC Celta,Spain,LALIGA EA SPORTS,91,ST,CF,Fantasy FC,Mostly Explosive,30000.0,4.00%,4,4,H,H,91.0,92,89,93,45,86,"176cm | 5'9""",Avg & Lean  (67kg),396,496,2417,Male
Rui Costa,HERO,Portugal,Serie A TIM,91,CAM,CM,Fantasy FC Hero,Controlled,46500.0,6.53%,4,4,M,M,88.0,86,91,89,47,83,"180cm | 5'11""",Avg & Normal  (74kg),10,484,2349,Male
Ludovic Giuly,HERO,France,Ligue 1 Uber Eats,91,RM,RW,Fantasy FC Hero,Explosive,91900.0,6.53%,4,4,H,M,93.0,89,90,92,54,65,"164cm | 5'5""",Short & Normal  (62kg),1884,483,2333,Male
Virgil van Dijk,Liverpool,Holland,Premier League,91,CB,0,SIF,Lengthy,1530000.0,1.67%,2,3,M,H,80.0,62,75,76,91,88,"193cm | 6'4""",Unique  (92kg),401,472,2211,Male
Alessandro Buongiorno,Torino,Italy,Serie A TIM,91,CB,0,Fantasy FC SBC,Mostly Lengthy,124550.0,1.67%,3,3,M,H,86.0,59,85,84,91,90,"194cm | 6'4""",Tall & Lean  (80kg),1876,495,2327,Male
Federico Chiesa,Juventus,Italy,Serie A TIM,91,LM,"RW,LW",Fantasy FC,Mostly Explosive,1000000.0,0.20%,5,4,H,M,97.0,90,85,94,60,84,"175cm | 5'9""",Unique  (70kg),301,510,2408,Male
Javier Mascherano,HERO,Argentina,LALIGA EA SPORTS,91,CDM,CB,Fantasy FC Hero,Controlled,68500.0,0.20%,3,4,M,H,82.0,58,82,82,91,88,"174cm | 5'9""",Short & Normal  (73kg),200,483,2311,Male
Yaya Touré,HERO,Côte d'Ivoire,LALIGA EA SPORTS,91,CDM,"CM,CAM",Fantasy FC Hero,Controlled Lengthy,840000.0,6.60%,4,4,M,H,85.0,88,91,89,87,93,"188cm | 6'2""",Tall & Lean  (90kg),583,533,2568,Male
Ilkay Gündogan,FC Barcelona,Germany,LALIGA EA SPORTS,91,CM,CDM,Fantasy FC,Controlled,137000.0,0.72%,4,4,H,M,87.0,90,92,93,83,84,"180cm | 5'11""",Avg & Normal  (80kg),1301,529,2524,Male
